City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,amos,48.5669,-78.1162,16.54,70,100,2.7,CA,1686625431
363,cidreira,-30.1811,-50.2056,9.04,71,83,3.65,BR,1686625431
364,tuy hoa,13.0833,109.3,31.21,58,99,4.28,VN,1686625432
365,kasaragod,12.5,75.0,28.36,76,91,1.3,IN,1686625432
366,suntar,62.1444,117.6319,16.11,29,11,3.6,RU,1686625432
367,mumford,5.2618,-0.759,24.77,73,54,3.99,GH,1686625432
368,illizi,26.4833,8.4667,30.89,17,0,4.72,DZ,1686625432
369,egilsstadir,65.2653,-14.3948,5.95,87,0,1.54,IS,1686625432
370,truth or consequences,33.1284,-107.2528,26.2,10,0,6.17,US,1686625432
371,camacupa,-12.0167,17.4833,11.69,52,15,1.77,AO,1686625433
372,undurkhaan,47.3194,110.6556,28.57,21,99,5.94,MN,1686625433
373,kolonia town,6.964,158.206,32.06,74,100,5.14,FM,1686625433
374,ust'-kut,56.7938,105.7672,13.33,44,100,1.75,RU,1686625433
375,sharan,54.8167,54.0,10.46,64,1,5.94,RU,1686625433
376,aykhal,66.0,111.5,15.24,34,11,7.69,RU,1686625433
377,itamaraca,-7.7478,-34.8256,27.03,84,18,5.14,BR,1686625433
378,natal,-5.795,-35.2094,24.12,100,40,3.09,BR,1686625434
379,kayyerkan,69.3786,87.7439,10.01,60,88,4.0,RU,1686625434
380,nacala,-14.5428,40.6728,18.91,91,0,1.42,MZ,1686625434
381,aurangabad,19.8833,75.3333,29.15,53,12,6.61,IN,1686625434
382,khairpur nathan shah,27.0936,67.7337,35.0,42,84,7.17,PK,1686625434
383,east london,-33.0153,27.9116,16.69,44,93,9.47,ZA,1686625434
384,lake city,30.1897,-82.6393,25.84,83,0,4.63,US,1686625337
385,lata,40.1629,-8.3327,18.37,98,99,1.72,PT,1686625434
386,le trait,49.4689,0.8163,16.2,94,14,1.87,FR,1686625435
387,carnarvon,-24.8667,113.6333,19.13,31,0,6.83,AU,1686625435
388,fale old settlement,-9.3852,-171.2468,28.45,78,11,6.64,TK,1686625159
389,salekhard,66.53,66.6019,9.07,47,100,4.22,RU,1686625435
390,poplar bluff,36.757,-90.3929,19.88,63,0,0.0,US,1686625431
391,sao jose,-28.2333,-49.1667,10.68,78,100,1.58,BR,1686625435
392,vershino-darasunskiy,52.35,115.5167,19.37,51,87,2.69,RU,1686625436
393,waddan,29.1614,16.139,21.77,58,0,1.97,LY,1686625436
394,wenling,28.3669,121.36,25.17,84,94,1.59,CN,1686625436
395,nasiriyah,31.0521,46.261,34.55,17,0,3.15,IQ,1686625436
396,harstad,68.799,16.5293,7.66,99,100,7.15,NO,1686625436
397,san jeronimo,-11.9472,-75.2829,11.11,79,99,1.36,PE,1686625436
398,hami,42.8,93.45,33.59,15,76,3.45,CN,1686625436
399,naze,28.3667,129.4833,22.51,91,100,3.23,JP,1686625437
400,taroa,8.7058,171.2275,28.34,79,63,8.37,MH,1686625437
401,puerto deseado,-47.7503,-65.8938,4.19,61,100,4.34,AR,1686625437
402,kingston,17.997,-76.7936,28.53,79,20,6.69,JM,1686625181
403,kirensk,57.7853,108.1119,16.57,32,100,5.03,RU,1686625437
404,galliano,29.4422,-90.2992,27.22,83,0,2.57,US,1686625437
405,dzhetygara,52.1908,61.2006,9.07,87,100,7.6,KZ,1686625438
406,talcahuano,-36.7167,-73.1167,8.82,61,0,5.14,CL,1686625438
407,vadso,70.0744,29.7487,10.49,66,40,6.69,NO,1686625438
408,la gi,10.6667,107.7833,30.03,69,97,4.99,VN,1686625438
409,micheweni,-4.9667,39.8333,24.99,77,9,4.24,TZ,1686625438
410,arpajon-sur-cere,44.9026,2.4581,13.45,99,100,1.03,FR,1686625438
411,tual,-5.6667,132.75,26.98,81,100,8.64,ID,1686625439
412,madimba,-10.4,40.3333,21.28,83,0,2.85,TZ,1686625439
413,okahandja,-21.9833,16.9167,5.83,58,0,1.63,NA,1686625439
414,pullambadi,10.9667,78.9167,31.1,60,99,6.26,IN,1686625439
415,yuzhno-kurilsk,44.0306,145.8556,11.73,96,100,3.71,RU,1686625439
416,ishigaki,24.3448,124.1572,26.07,100,75,8.23,JP,1686625439
417,tralee,52.2704,-9.7026,15.52,95,91,1.12,IE,1686625440
418,porto novo,6.4965,2.6036,26.9,82,100,2.57,BJ,1686625440
419,madinat ash shamal,26.1293,51.2009,32.33,63,21,2.49,QA,1686625440
420,bikenibeu village,1.3673,173.1241,30.98,74,40,2.57,KI,1686625440
421,portland,45.5234,-122.6762,31.02,45,20,5.14,US,1686624751
422,sarmiento,-45.5882,-69.07,1.47,69,9,0.92,AR,1686625440
423,charlestown,-32.95,151.6667,18.39,73,87,1.79,AU,1686625440
424,taoudenni,22.6783,-3.9836,32.82,12,42,4.01,ML,1686625441
425,ellsworth,44.5434,-68.4195,16.42,93,86,1.71,US,1686625198
426,sabha,27.0377,14.4283,25.4,38,0,4.63,LY,1686625441
427,igra,57.5558,53.0547,11.52,56,3,1.08,RU,1686625441
428,santa elena de uairen,4.6167,-61.1333,19.68,92,81,1.1,VE,1686625441
429,ulsteinvik,62.3432,5.8487,14.95,83,100,0.45,NO,1686625164
430,ballina,-28.8667,153.5667,24.32,64,6,3.78,AU,1686625441
431,arenapolis,-14.4503,-56.8461,18.3,92,99,2.64,BR,1686625441
432,nichinan,31.6,131.3667,23.82,83,100,1.76,JP,1686625442
433,tanggu,39.0211,117.6469,27.98,41,2,1.77,CN,1686625442
434,mont-laurier,46.5501,-75.4993,22.79,65,100,3.98,CA,1686625442
435,yakeshi,49.2833,120.7333,27.05,37,100,3.39,CN,1686625442
436,betio village,1.358,172.9211,31.02,79,95,5.74,KI,1686625442
437,magadan,59.5667,150.8,18.63,85,88,4.36,RU,1686625442
438,al kharijah,25.4514,30.5464,29.61,26,0,1.82,EG,1686625442
439,saurimo,-9.6608,20.3916,15.64,43,46,1.97,AO,1686625443
440,college,64.8569,-147.8028,16.97,44,75,6.17,US,1686625443
441,homer,59.6425,-151.5483,10.93,69,100,5.36,US,1686625404
442,awjilah,29.1081,21.2869,22.76,57,0,5.29,LY,1686625398
443,umba,66.6871,34.3429,10.95,66,94,4.75,RU,1686625443
444,outjo,-20.1167,16.15,6.88,22,5,3.7,NA,1686625443
445,arraial do cabo,-22.9661,-42.0278,21.81,91,2,3.23,BR,1686625444
446,san patricio,28.017,-97.5169,28.27,88,16,6.61,US,1686625253
447,happy valley-goose bay,53.3168,-60.3315,15.17,47,75,2.06,CA,1686625212
448,ilha de mocambique,-15.0342,40.7358,23.22,70,1,1.48,MZ,1686625444
449,baker city,44.7749,-117.8344,20.84,60,100,3.09,US,1686625444
450,savanna-la-mar,18.219,-78.1332,28.97,82,2,3.0,JM,1686625444
451,summerland,49.5998,-119.6691,31.62,34,20,2.06,CA,1686625444
452,mhamid,29.82,-5.72,25.87,23,0,1.73,MA,1686625445
453,amga,60.8953,131.9608,4.24,94,100,1.8,RU,1686625445
454,bemetara,21.7,81.5333,38.22,26,57,3.26,IN,1686625445
455,baie-comeau,49.2168,-68.1489,14.82,82,0,1.03,CA,1686625211
456,alesund,62.4723,6.1549,14.95,79,100,0.0,NO,1686625445
457,morehead,37.2711,-87.1764,14.44,86,0,0.0,US,1686625194
458,khandyga,62.6667,135.6,9.89,77,100,3.43,RU,1686625446
459,westport,41.1415,-73.3579,20.18,92,100,3.6,US,1686625169
460,selfoss,63.9331,-20.9971,8.25,81,4,1.83,IS,1686625446
461,passy,45.9203,6.6877,15.46,85,90,1.29,FR,1686625446
462,brokopondo,4.75,-55.1667,25.23,88,100,2.93,SR,1686625446
463,rehoboth,-23.3167,17.0833,4.97,69,0,1.14,NA,1686625446
464,xinyi,22.373,110.9475,30.96,69,95,2.08,CN,1686625447
465,guastatoya,14.8539,-90.0647,26.15,67,100,0.56,GT,1686625447
466,at taj,24.2049,23.2857,28.97,27,0,7.54,LY,1686625447
467,aioun,16.6614,-9.6149,30.99,42,98,7.01,MR,1686625448
468,koryazhma,61.3143,47.1691,14.99,64,85,3.0,RU,1686625448
469,lefka,35.1106,32.8506,20.37,79,21,0.53,CY,1686625448
470,nizhneudinsk,54.9076,99.0276,11.42,91,100,0.91,RU,1686625448
471,madang,-5.2246,145.7966,30.11,69,40,3.43,PG,1686625448
472,sarangani,5.4033,125.4636,29.11,69,33,3.32,PH,1686625449
473,cannonvale,-20.2833,148.7,22.66,69,10,3.85,AU,1686625449
474,jayapura,-2.5333,140.7,27.66,96,100,2.6,ID,1686625449
475,palmer,42.1584,-72.3287,19.68,85,75,0.45,US,1686625449
476,babor - ville,36.4899,5.5393,20.04,76,100,4.33,DZ,1686625449
477,male,4.1748,73.5089,29.97,79,75,6.17,MV,1686625299
478,barcelos,41.5388,-8.6151,19.08,92,100,1.61,PT,1686625236
479,kapuskasing,49.4169,-82.4331,17.0,82,100,3.09,CA,1686625218
480,berezovo,63.9381,65.0419,9.48,47,57,4.72,RU,1686625450
481,korsakov,46.6328,142.7813,15.91,84,100,2.47,RU,1686625450
482,piti village,13.4626,144.6933,31.03,79,20,8.23,GU,1686625450
483,ladario,-19.0047,-57.6017,10.22,84,100,2.98,BR,1686625450
484,valle de la pascua,9.2155,-66.0073,23.74,91,80,2.15,VE,1686625450
485,kampung sungai ara,5.327,100.2735,30.95,66,20,3.13,MY,1686625451
486,kirklareli,41.7351,27.2252,13.33,95,25,2.24,TR,1686625451
487,tvoroyri,61.5556,-6.8111,9.79,66,88,2.14,FO,1686625451
488,tyup,42.7276,78.3648,21.06,55,75,1.43,KG,1686625451
489,senanga,-16.1167,23.2667,12.69,42,6,2.6,ZM,1686625451
490,guaratuba,-25.8828,-48.5747,12.97,95,100,4.18,BR,1686625451
491,mocajuba,-2.5842,-49.5072,23.35,98,58,1.39,BR,1686625452
492,choibalsan,48.0667,114.5,29.49,20,100,3.19,MN,1686625452
493,morehead city,34.7229,-76.726,24.45,90,75,5.14,US,1686625452
494,naters,46.3254,7.9891,18.58,90,98,2.09,CH,1686625452
495,sao raimundo nonato,-9.0153,-42.6994,22.3,72,0,0.96,BR,1686625309
496,emerald,-23.5333,148.1667,26.3,47,4,1.27,AU,1686625452
497,baardheere,2.3446,42.2764,22.7,85,74,4.43,SO,1686625452
498,oranjemund,-28.55,16.4333,12.29,81,0,1.54,NA,1686625453
499,vanino,49.0869,140.2543,11.03,92,100,0.93,RU,1686625453
500,sault ste. marie,46.5168,-84.3333,10.31,100,100,8.23,CA,1686625217
501,ranong,9.9658,98.6348,28.96,71,98,5.06,TH,1686625453
502,coronel moldes,-33.6227,-64.5971,3.22,41,0,2.42,AR,1686625453
503,bonanza,14.0289,-84.591,24.05,99,93,0.85,NI,1686625232
504,worland,44.0169,-107.9554,18.11,87,94,6.91,US,1686625204
505,kyabe,9.4515,18.9449,24.66,81,100,1.68,TD,1686625453
506,candelaria,13.9311,121.4233,30.22,63,100,2.06,PH,1686625454
507,gizo,-8.103,156.8419,28.67,76,12,4.23,SB,1686625454
508,vorkuta,67.5,64.0,8.28,53,100,5.66,RU,1686625454
509,miandrivazo,-19.5167,45.4667,17.04,65,0,0.57,MG,1686625454
510,port blair,11.6667,92.75,29.02,84,100,2.57,IN,1686625454
511,mahibadhoo,3.7833,72.9667,28.9,76,91,7.22,MV,1686625322
512,ankang,32.68,109.0172,26.66,62,0,0.75,CN,1686625455
513,opuwo,-18.0607,13.84,10.97,17,5,2.36,NA,1686625455
514,terenos,-20.4422,-54.8603,14.84,100,100,3.6,BR,1686625455
515,kamaishi,39.2667,141.8833,20.38,89,91,1.82,JP,1686625455
516,taksimo,56.3444,114.8794,16.63,37,55,1.85,RU,1686625455
517,sakakah,29.9697,40.2064,22.76,27,0,2.61,SA,1686625455
518,iron river,46.0927,-88.6423,10.42,98,100,2.08,US,1686625205
519,lienz,46.8289,12.769,12.33,99,95,0.32,AT,1686625456
520,wewak,-3.5534,143.6268,28.65,76,100,1.42,PG,1686625456
521,anna regina,7.2644,-58.5077,26.51,83,81,3.54,GY,1686625456
522,mount pleasant,32.7941,-79.8626,24.0,97,0,3.6,US,1686625456
523,xinyuan,37.3,99.0,12.23,41,100,3.19,CN,1686625456
524,tondi,9.7333,79.0167,30.72,59,99,3.64,IN,1686625456
525,al ghayzah,16.2079,52.176,28.5,88,100,1.09,YE,1686625456
526,saint-pierre,-21.3393,55.4781,22.54,73,0,3.09,RE,1686625457
527,balikpapan,-1.2675,116.8289,27.55,83,40,2.06,ID,1686625227
528,roma,43.2128,-75.4557,18.38,94,100,2.57,US,1686625457
529,bandar lampung,-5.4254,105.258,28.2,78,51,2.04,ID,1686625457
530,peniche,39.3558,-9.3811,18.09,87,12,5.98,PT,1686625457
531,kristiansund,63.1115,7.732,13.03,76,75,1.03,NO,1686625457
532,ankazoabo,-22.2833,44.5167,12.08,85,0,0.43,MG,1686625457
533,new plymouth,-39.0667,174.0833,15.31,100,1,1.22,NZ,1686625458
534,nadym,65.5333,72.5167,5.77,55,99,7.0,RU,1686625197
535,datong,40.0936,113.2914,24.68,26,2,4.77,CN,1686625458
536,peterborough,52.5736,-0.2478,14.04,94,8,4.12,GB,1686625420
537,puquio,-14.7,-74.1333,9.56,35,60,2.65,PE,1686625458
538,villa ocampo,-28.4875,-59.3551,5.23,50,14,2.42,AR,1686625458
539,san pedro pochutla,15.7333,-96.4667,26.35,84,40,2.22,MX,1686625458
540,dingcheng,32.1272,115.0394,30.87,40,69,2.41,CN,1686625458
541,pishva,35.308,51.7267,29.81,26,7,3.88,IR,1686625459
542,mazatlan,23.2167,-106.4167,28.84,71,0,1.34,MX,1686624662
543,rikaze,29.25,88.8833,15.94,38,38,1.32,CN,1686625459
544,buurhakaba,2.8026,44.0781,21.9,93,97,4.29,SO,1686625459
545,caburan,5.9181,125.6411,30.07,66,30,2.67,PH,1686625459
546,kattivakkam,13.2167,80.3167,32.05,74,51,2.59,IN,1686625460
547,chanika,-5.4167,38.0167,16.89,97,51,0.78,TZ,1686625460
548,gustavia,17.8962,-62.8498,28.01,80,2,4.02,BL,1686625332
549,yangliuqing,39.1375,116.9997,27.97,26,12,4.9,CN,1686625460
550,queenstown,-31.8976,26.8753,6.58,61,55,5.47,ZA,1686625460
551,porto velho,-8.7619,-63.9039,25.03,88,0,0.51,BR,1686625438
552,laguna,38.421,-121.4238,25.08,61,0,4.63,US,1686625460
553,lerwick,60.1545,-1.1494,12.0,93,100,3.08,GB,1686625461
554,bafq,31.6128,55.4107,31.0,19,6,1.52,IR,1686625461
555,hirara,24.8,125.2833,25.92,100,75,8.23,JP,1686625461
556,nova vicosa,-17.8919,-39.3719,22.24,89,0,3.71,BR,1686625461
557,puerto baquerizo moreno,-0.9,-89.6,25.91,82,25,5.27,EC,1686625461
558,khovd,48.0056,91.6419,17.31,36,0,1.62,MN,1686625461
559,limache,-33.0167,-71.2667,4.06,52,0,0.11,CL,1686625461
560,puerto san jose,13.9256,-90.8244,28.02,82,100,2.24,GT,1686625462
561,yenotayevka,47.2456,47.0281,24.8,38,82,2.09,RU,1686625462
562,ghadamis,30.1337,9.5007,28.38,25,0,8.06,LY,1686625341
563,mogok,22.9167,96.5,25.33,66,70,1.98,MM,1686625462
564,lukolela,-1.0605,17.1821,21.11,95,97,1.3,CD,1686625462
565,mariental,-24.6333,17.9667,6.83,57,0,1.11,NA,1686625462
566,danjiangkou,32.5428,111.5086,29.9,44,4,3.21,CN,1686625462
567,molln,53.6333,10.6833,12.34,77,0,0.0,DE,1686625462
568,moyynkum,44.2914,72.9469,23.69,24,81,8.55,KZ,1686625463
569,san felice circeo,41.2372,13.0942,19.76,83,36,2.18,IT,1686625463
